Sentence,Language
البرهان الرياضي هو في الأساس مسألة صرامة.,ar
Diskret matematik handlar om heltalen.,sv
"Por outro lado, as divisões ou ramos da física moderna são feitas em acordo com os tipos particulares de estruturas da natureza com qual cada ramo está preocupado.",pt
"Dans son acception actuelle, le terme géologie est d'ailleurs utilisé pour la première fois en français en 1751 par Diderot, à partir du mot italien créé en 1603 par Aldrovandi.",fr
تؤدي العديد من المسائل بشكل طبيعي إلى العلاقات بين كمية ما ومعدل التغير، ويتم دراستها على أنها معادلات تفاضلية.,ar
"Anteriormente, los geólogos solo podían usar fósiles y correlación estratigráfica para fechar secciones de roca entre sí.",es
"La anatomía es una parte importante de la fisiología y considera cómo funcionan e interaccionan los sistemas orgánicos de los animales como el sistema nervioso, el sistema inmunológico, el sistema endocrino, el sistema respiratorio y el sistema circulatorio.",es
"Indiscutivelmente, a primeira reação química usada de maneira controlada foi o fogo.",pt
De Chinese geleerde Shen Kuo (1031-1095) kwam onafhankelijk tot soortgelijke ideeën.,nl
"व्यावहारिक भौतिकी · कृत्रिम बुद्धिमत्ता
जैवनैतिकता · जैव सूचना विज्ञान · 
जैवचिकित्सा इंजीनियरी · जैवसांख्यिकी
संज्ञानात्मक विज्ञान · संगणकीय भाषाविज्ञान
सांस्‍कृतिक अध्ययन · साइबर्नेटिक्स
पर्यावरणीय विज्ञान · पर्यावरणीय सामाजिक विज्ञान
पर्यावरणीय अध्ययन · संजातीय अध्ययन
विकासीय मनोविज्ञान · वानिकी
 · स्वास्थ्य
पुस्तकालय विज्ञान · तर्कशास्त्र
गणितीय जीवविज्ञान · गणितीय भौतिकी
वैज्ञानिक प्रतिरूपण · तंत्रिक अभियांत्रिकी
तंत्रिका विज्ञान · 
विज्ञान और प्रौद्योगिकी अध्ययन
विज्ञान अध्ययन · लक्षण-विज्ञान · समाजैविकी
निकाय सिद्धांत · Transdisciplinarity",hi
"Other subdivisions include electrochemistry, femtochemistry, flavor chemistry, flow chemistry, immunohistochemistry, hydrogenation chemistry, mathematical chemistry, molecular mechanics, natural product chemistry, organometallic chemistry, petrochemistry, photochemistry, physical organic chemistry, polymer chemistry, radiochemistry, sonochemistry, supramolecular chemistry, synthetic chemistry, and many others.",en
Desalniettemin kunnen resultaten uit de zuivere wiskunde ook toepassing vinden buiten de wiskunde.,nl
فالبكتيريا المجهرية على سبيل المثال تستجيب لبيئتها بقدر ما يستجيب الأسد الباحث عن طعامه في السافانا الأفريقية.,ar
"Έχοντας ξεκινήσει από την εμβρυολογία, σήμερα η αναπτυξιακή βιολογία μελετά το γενετικό έλεγχο της κυτταρικής ανάπτυξης, της κυτταρικής διαφοροποίησης και της ""μορφογέννησης"", δηλαδή της διαδικασίας που συντελεί στη δημιουργία ιστών, οργάνων και ανατομίας.",el
"Partindo deste princípio, os alquimistas desenvolveram seu postulado fundamental: ""a matéria é a única que pode sofrer transmutação mediante a variação de proporções entre seus componentes"".",pt
Η Κλασσική Φυσική έγινε μια ξεχωριστή επιστήμη όταν οι πρώιμοι μοντέρνοι Ευρωπαίοι χρησιμοποίησαν πειραματικές και μαθηματικές μεθόδους για να ανακαλύψουν αυτά που θεωρούνται σήμερα Νόμοι της Φυσικής.,el
"Den geologiske videnskab kan opdeles i en lang række underdiscipliner, bl.a.",da
يمكن تطبيق الجيولوجيا والمبادئ الجيولوجية على المشاكل البيئية المختلفة، مثل: استعادة التيار، واستعادة الحقول البنية (الحقول المصابة بالتلوث)، وفهم العلاقة بين الطبيعة والبيئة الجيولوجية.,ar
"For at tydeliggøre og undersøge matematikkens fundament udviklede man områderne mængdeteori, matematisk logik og modelteori.",da
"da tyske Beno Gutenberg i 1913 kunne anslå dybden til Jordens kerne, og danske Inge Lehmann i 1936 påviste, at det fandtes både en indre og en ydre kerne.",da
"Det viser sig, at i takt med man laver flere og flere iterationer går den fremkomne figurs areal mod 8/5 af den oprindelige trekants areal, mens omkredsen går mod uendelig.",da
يبدو أن هذه النتائج التجريبية قد حلت مشكلة نيوترينو الشمس التي طال أمدها، ولا تزال فيزياء النيوتريونات الضخمة مجالًا للبحث النظري والتجريبي النشط.,ar
ഐസക്ക്‌ ന്യൂട്ടൻ 1687ൽ  ഭൗതികദർശനത്തിന്റെ ഗണിതസിദ്ധാന്തങ്ങൾ (Philosophiae Naturalis Principia Mathematica) പ്രസിദ്ധീകരിച്ചു.,ml
Comparable evidence has been unearthed for scribal mathematics training in the ancient Near East and then for the Greco-Roman world starting around 300 BCE.,en
"Le deviazioni dalla periodicità sono trattate ampiamente tramite approcci perturbativi o con altri metodi più innovativi, quali la rinormalizzazione degli stati elettronici.",it
"Denne nye geometri kunne deles i to, nemlig elliptisk geometri, hvor man undersøger figurer på en kugleflade, og hvor vinkelsummen i en trekant viser sig at være større end 180 grader, dels hyperbolsk geometri, hvor man undersøger figurer på konkave flader, fx en sadel, og hvor vinkelsummen i en trekant viser sig at være mindre end 180 grader.",da
Le langage mathématique s'appuie aussi sur l'usage de formules.,fr
"Un fenómeno que también es de interés es el proceso de ruptura de rocas, ya que este es causante de la liberación de ondas sísmicas.",es
"É uma ciência física dentro das ciências naturais que estuda os elementos químicos que constituem a matéria e os compostos feitos de átomos, moléculas e íons: sua composição, estrutura, propriedades, comportamento e as mudanças que sofrem durante as reações com outras substâncias.",pt
"Når vinden blæser hen over en tør overflade, fjernes alle fine partikler og kun grus og sten bliver liggende tilbage, på det der nu er omdannet til en afblæsningsflade.",da
Sonra matematikteki yenilikler diğer yeni bilimsel keșiflerle etkileșerek matematiksel keșiflerde günümüzde hâlâ devam eden hızlı bir artış sağladı.,tr
В основе своей физика — экспериментальная наука: все её законы и теории основываются и опираются на опытные данные.,ru
"As forças nucleares forte e fraca praticamente não estão presentes em nosso cotidiano, embora sejam fundamentais para a constituição do próprio Universo.",pt
"Zijn gereedschappen waren potlood en papier, soms passer en liniaal en nog zeldzamer een rekenmachine.",nl
Από το 19ο αιώνα η Φυσική διαχωρίστηκε και από τη φιλοσοφία και από τις άλλες επιστήμες.,el
"Suivant l'usage, certains emballages sont biodégradables et, à l'aide du tri sélectif après utilisation, ils sont transformés et revalorisés grâce à des procédés chimiques de recyclage ou une combustion ultime qui permet de ne pas gaspiller l'énergie qu'ils recèlent.",fr
"Pourtant les physiciens s'accordent à penser que cette théorie sera sublimée et intégrée un jour dans une théorie plus simple et plus élégante, de la même manière que le système ptoléméen a disparu au profit des théories képlérienne, puis newtonienne.",fr
മറ്റു കോശങ്ങൾ വിഭജിച്ചാണു എല്ലാ കോശങ്ങളും ഉണ്ടാകുന്നത് എന്ന വസ്തുതയോടു യോജിച്ചില്ല.,ml
النظام الرسمي هو مجموعة من الرموز أو الرموز المميزة وبعض القواعد التي توضح كيفية دمج الرموز في صيغ.,ar
O próprio conceito de cotidiano já foi várias vezes abalado com as mudanças de paradigma da física.,pt
A pesquisa em física está progredindo continuamente em várias frentes.,pt
"Her olayın doğanın içinde bir nedeni olduğunu savunan filozof Tales (yaklaşık MÖ 624-546) doğal olayları açıklamak için kullanılan doğaüstü, mitolojik ve dinsel açıklamaları reddeden ilk kişi oldu.",tr
ആമ്പിയർ വൈദ്യുതിയുടെ തീവ്രത അളക്കാനുള്ള അമ്മീറ്റർ എന്ന ഉപകരണം നിർ‌‍മിച്ചു.,ml
"Elas são conhecidas no meio acadêmico por ciências biológicas, pois lidam com o estudo de certas áreas ou de uma área específica da biologia.",pt
"A fisiologia estuda os processos mecânicos, físicos e bioquímicos dos organismos vivos, tentando compreender como as várias estruturas funcionam como um todo.",pt
تتداخل الرياضيات التطبيقية كثيرًا مع مجال الإحصاء، حيث تصاغ نظريته رياضيا، خاصة مع نظرية الاحتمالات.,ar
"മാറ്റങ്ങളെ മനസ്സിലാക്കുകയും, വിവരിക്കുകയും എന്നത് ശാസ്ത്രത്തിന്റെ സാധാരണ പ്രമേയമാണ്.",ml
"De maneira geral, ela consiste do estudo da estrutura e função metabólica de componentes celulares e virais, como proteínas, enzimas, carboidratos, lipídios, ácidos nucléicos entre outros.",pt
"Biologia é a ciência natural que estuda, descreve, preserva e melhora a vida e os organismos vivos.",pt
Текущая версия — это MSC 2020.,ru
يتمتع الماء بالقدرة على امتصاص الطاقة، مما يمنحه قدرة حرارية نوعية أعلى من المذيبات الأخرى مثل الإيثانول.,ar
"Veel problemen in de wetenschap leiden naar de relaties tussen een hoeveelheid en de mate van verandering, bestudeerd met differentiaalvergelijkingen.",nl
"​ La alquimia, practicada al menos desde alrededor del año 330, además de buscar la fabricación de oro, estudiaba la composición de las aguas, la naturaleza del movimiento, del crecimiento, de la formación de los cuerpos y su descomposición, la conexión espiritual entre los cuerpos y los espíritus.",es
La geofisica (anche detta fisica terrestre) è in generale l'applicazione di misure e metodi fisici allo studio delle proprietà e fenomeni fisici tipici del pianeta Terra.,it
غالبًا ما يوجد علماء الفيزياء الطبية في تخصصات الرعاية الصحية التالية: الأشعة التشخيصية والتداخلية (المعروفة أيضًا باسم التصوير الطبي) والطب النووي والوقاية من الإشعاع وعلاج الأورام بالإشعاع.,ar
"These experimental results appear to have solved the long-standing solar neutrino problem, and the physics of massive neutrinos remains an area of active theoretical and experimental research.",en
La apreciación de las semejanzas y diferencias entre tipos de células es particularmente importante para los campos de la biología molecular y celular.,es
Princípio da Horizontalidade Original,pt
"Il s'est préservé comme l'atteste le vocable chimia des scolastiques en 1356, mais savoir et savoir-faire sont souvent segmentés à l'extrême.",fr
"μᾰθημᾰτικά < μάθημα «изучение; наука») — точная формальная наука, первоначально исследовавшая количественные отношения и пространственные формы.",ru
"No entanto, a origem final da palavra é incerta.",pt
Dessa fossil bidrar till förståelse om sedimentationsmiljön som bergproverna bildats i. Geokronologer daterar bergarter inom stratigrafin för att få snävare intervall kring tid och hastighet för depositionen.,sv
"These toolkit genes are highly conserved among phyla, meaning that they are ancient and very similar in widely separated groups of animals.",en
Kanserojenler gibi mutajenlerden genellikle halk sağlığı politikası hedefleri doğrultusunda kaçınılır.,tr
Morlille kan tale.,da
spectroscopy and chromatography.,en
Altså er Morlille en sten,da
Aritmetiken var en del av quadrivium vid medeltida universitet.,sv
5.,ar
ஒரு வேதிவினையில் பல்வேறு விதமான படினிலைகள் காணப்படலாம்.,ta
"Plutonisterne skulle vise sig at gå af med sejren i den videnskabelige strid, men Werner indskrev sig alligevel i historien, bl.a.",da
"Att guld börjat betraktas som värdefullt ledde till upptäckten för hur man renar fram det, men trots att de underliggande principerna bakom inte var särskilt väl undersökta drog man slutsatsen att det rörde sig om en omvandling snarare än en framrening.",sv
"In these traditional areas of mathematical statistics, a statistical-decision problem is formulated by minimizing an objective function, like expected loss or cost, under specific constraints.",en
"Specific genes that can be activated by inducers are called inducible genes, in contrast to constitutive genes that are almost constantly active.",en
"​ Theodor Svedberg, por el invento y la aplicación de la ultracentrífuga; Irene Curie, hija de María Curie, por construir el primer reactor nuclear que utilizaba la fisión nuclear controlada.",es
حيث ساهم في تمكن العلماء الأوروبيون لاحقًا من بناء أجهزة طورت بناء على الأجهزة التي أنشأها ابن الهيثم، كما ساهم أيضا في فهم طريقة عمل الضوء.,ar
"En el siglo XVIII, Euler, fue responsable de muchas de las notaciones empleadas en la actualidad.",es
மேலும் அறிவியல் சோதனைகள் மூலமாக கோட்பாடுகளால் எட்டப்பட்ட தீர்வுகளை சரிபார்க்க இயலும் என்று நிறுவினார்.,ta
"Bu teoriye göre; her yanıcı madde, ""phlogiston"" adı verilen kokusuz, renksiz, tatsız ve ağırlıksız bir içeriğe sahipti ve bu içerik yanma gerçekleştiğinde yanıcı madde tarafından ortama salınmaktaydı.",tr
"It is found as linear chromosomes in eukaryotes, and circular chromosomes in prokaryotes.",en
يتسبب التمديد في أن تصبح الوحدات الصخرية ككل أطول وأكثر نحافة، يتم إنجاز هذا في المقام الأول من خلال التصدعات العادية ومن خلال التمدد المرن والترقيق.,ar
"Στον αντίποδα, και επειδή κάθε θεωρητική τεχνική απαιτεί και πειραματική επαλήθευση, η σύσταση και η δομή μιας χημικής ένωσης μπορούν να προσδιοριστούν με διάφορες πειραματικές τεχνικές, οι οποίες μπορεί να είναι πιο κλασικές (χρήση γυάλινων σκευών) ή πιο σύγχρονες (χρήση εξειδικευμένων οργάνων), ενώ σε κάθε περίπτωση απαιτείται η εξαγωγή κατάλληλων και λογικών συμπερασμάτων.",el
"Analisa suas relações e propriedades, além de descrever e explicar a maior parte de suas consequências, mas não a sua totalidade, pois a física não é um objeto pronto e acabado, mas sim uma ciência que busca obter respostas para os inúmeros problemas em aberto.",pt
Physicists use the scientific method to test the validity of a physical theory.,en
"Astronomie et géométrie se sont longtemps confondues, jusque dans les civilisations islamiques.",fr
"A muitos compostos, a teoria da ligação de valência, o modelo de repulsão dos pares eletrônicos (VSEPR) e o conceito do número de oxidação são usados para explicar a estrutura molecular e formação das ligações químicas.",pt
"Os números complexos, que são uma das bases da mecânica quântica, já tinham sido pensados no século XVI.",pt
மேலும் 18 வகையான தனிமங்கள் ஆய்வு கூடத்தில் உருவாக்கப்பட்டுள்ளன.,ta
يعتبر كتابه الأصول الأكثر نجاحًا وتأثيرًا في كل العصور.,ar
"Muitas das teorias desenvolvidas para aplicações foram consideradas interessantes do ponto de vista da matemática pura e muitos resultados da matemática pura demonstraram ter aplicações fora da matemática; por sua vez, o estudo destas aplicações poderá fornecer novos desenvolvimentos sobre a “teoria pura”.",pt
"Inden for såvel naturvidenskab i almindelighed som matematik i særdeleshed findes der mange kvantitative sammenhænge, såsom andengradsligningen (se figur), som er beskrevet ved hjælp af algebraiske ligninger.",da
La estructura cristalina también se puede estudiar por medio de microscopía electrónica.,es
النتائج من تجارب الفيزياء هي بيانات رقمية، مع وحدات القياس وتقديرات الأخطاء في القياسات.,ar
"Хотя концепция биологии как особой естественной науки возникла в XIX веке, биологические дисциплины зародились ранее в медицине и естественной истории.",ru
​​ La primera podría tener origen egipcio.,es
ആധുനിക ജീവശാസ്ത്രത്തിലെ ഏറ്റവും പ്രധാനപ്പെട്ടവയെന്ന് പറയാവുന്നത് അഞ്ച് ഏകീകരിക്കപ്പെട്ട മൗലിക പ്രത്യക്ഷപ്രമാണങ്ങളാണ്.,ml
"La chimie est ensuite enseignée au collège en même temps que la physique dès la sixième à raison d'une heure et demie en moyenne, par semaine, et indépendamment des autres matières scientifiques et techniques (Sciences de la Vie et de la Terre et Technologie).",fr
"Yunanlar ekşimsi tat veren sirke gibi maddeleri ὀξύς (ekşi) olarak adlandırmışlar, daha sonra bu sözcük Latinceye acere olarak geçmiş ve Avrupa dillerindeki anlamı da latinceden türeyerek bu dillere geçmiştir.",tr
Hans Christian Ørsted argumentou que a corrente elétrica gera magnetismo em torno do fio condutor.,pt
இசைக் குறியீடுகளைப் போலவே தற்கால கணிதக் குறியீடுகளுக்கும் கடுமையான இலக்கணங்கள் உள்ளன (ஆசிரியருக்கு ஆசிரியர் அல்லது துறைக்குத் துறை இவை சிறிதே வேறுபட்டிருக்கலாம்).,ta
"Einstein aportó el marco de la relatividad especial, que sustituyó las nociones de tiempo y espacio absolutos por las de espaciotiempo y permitió una descripción precisa de los sistemas cuyos componentes tienen velocidades cercanas a la de la luz.",es
இரசவாதத்தைக் கைக்கொண்ட சிலர் அதை ஒரு அறிவார்ந்த செயற்பாடாகவே கருதி வந்தனர்.,ta
"Biodiversity affects the functioning of ecosystems, which provide a variety of services upon which people depend.",en
There are several different theories which explain acid–base behavior.,en
Fransmannen Jean-Étienne Guettard upptäckte på 1750-talet slocknade vulkaner i Auvergne och Nicolas Desmarest visade på 1770-talet att basalt hade vulkaniskt ursprung.,sv
"தங்கள் கணிப்புகளின் மெய்,பொய் நிலைகளை கணித நிறுவல் மூலம் தீர்க்கின்றனர்.",ta
"However, some authors emphasize that mathematics differs from the modern notion of science by not relying on empirical evidence.",en
"By breaking down dead organic matter, decomposers release carbon back to the atmosphere and facilitate nutrient cycling by converting nutrients stored in dead biomass back to a form that can be readily used by plants and other microbes.",en
Bunun nedeni birçok temel parçacığın doğal olarak oluşmaması ve diğer parçacıkların yüksek enerji ile çarpıştırılması sonucu ortaya çıkmasıdır.,tr
"La misura è il processo che permette di conoscere una qualità di un determinato oggetto (ad esempio la lunghezza o la massa) dal punto di vista quantitativo, tramite un'unità di misura, cioè una grandezza standard che, presa N volte, associ un valore univoco alla qualità da misurare.",it
"Ett annat exempel på en fenomenologisk teori är klassisk termodynamik som reducerar komplexa system till mätbara storheter som temperatur, tryck och volym.",sv
"Los principios del electromagnetismo encuentran aplicaciones en diversas disciplinas afines, tales como las microondas, antenas, máquinas eléctricas, comunicaciones por satélite, bioelectromagnetismo, plasmas, investigación nuclear, la fibra óptica, la interferencia y la compatibilidad electromagnéticas, la conversión de energía electromecánica, la meteorología por radar, y la observación remota.",es
Los matemáticos se refieren a esta precisión en el lenguaje y en la lógica como el «rigor».,es
"Los matemáticos buscan patrones,​​​​ formulan nuevas conjeturas e intentan alcanzar la verdad matemática mediante deducciones rigurosas.",es
den industrielle revolution.,da
"​ Así, por ejemplo, los polímeros biológicos (como las proteínas) no son lo suficientemente grandes como para poderlos tratar como un sistema mecánico, a la vez que no son lo suficientemente pequeños como para tratarlos como moléculas simples en solución.",es
"Det grundvidenskabelige arbejde har ofte enten til formål at opnå en bedre forståelse af de geologiske processer eller nå frem til en mere detaljeret forståelse af den historiske geologi og Jordens historie, fx aktuelt forståelsen af samspillet mellem atmosfærens indhold af kuldioxid samt Jordens klima, temperatur og havniveau.",da
"In the practice of chemistry, pure chemistry is the study of the fundamental principles of chemistry, while applied chemistry applies that knowledge to develop technology and solve real-world problems.",en
"Vid korsvisa bäddar avsätts inte sedimenten horisontellt, men hela enheten är horisontell.",sv
​​,es
"Korn med størrelser herimellem transporteres ved, at de hopper fra sted til sted, og ved deres nedslag enten selv hopper videre eller overfører deres bevægelsesenergi og slår andre korn op i et hop, i stil med kuglerne på et billardbord.",da
"ഇദ്ദേഹത്തോടൊപ്പം ​​സമ്മാനത്തിനർഹരായവർ തോമസ്.എ.സ്റ്റീറ്റ്സും , ആദ.ഇ.യോനത്തുമാണ്.",ml
"L'Almageste de Ptolémée, fondée sur une figure géométrique simple, le cercle, comportait un grand nombre de constantes dont dépendait la théorie, tout en ayant permis avec peu d'erreur de comprendre le ciel pendant plus de mille ans.",fr
Angående (ii): antag att kravet inte vore uppfyllt.,sv
"Os enunciados modernos da filosofia da ciência argumentam que o progresso científico resulta da confrontação entre dois pontos de vista complementares: as concepções teóricas dos fenômenos, que analisam e sintetizam os dados experimentais e conformam conjuntos de hipóteses destinados a explicar os fatos e prever as situações futuras; e as comprovações empíricas, que julgam a validez e a oportunidade de sua aplicação.",pt
"प्रकाशिकी, प्रकाश का अध्ययन, न केवल दृश्य प्रकाश से सम्बन्धित है, बल्कि अवलाल और पराबैंगनी विकिरण से भी सम्बन्धित है, जो दृश्यता के अतिरिक्त दृश्य प्रकाश की सभी परिघटनाओं को प्रदर्शित करता है, जैसे, प्रतिबिम्ब, अपवर्तन, हस्तक्षेप, विवर्तन, विक्षेपण और ध्रुवीकरण। ताप ऊर्जा का एक रूप है, आन्तरिक ऊर्जा जो कणों के पास होती है जिससे पदार्थ बना होता है; ऊष्मगतिकी ताप और ऊर्जा के अन्य रूपों के मध्य सम्बन्धों से सम्बन्धित है। विद्युत और चुम्बकत्व का अध्ययन भौतिकी की एक ही शाखा के रूप में किया गया है क्योंकि 19वीं शताब्दी की आरम्भ में उनके बीच घनिष्ठ सम्बन्ध की खोज की गई थी; एक वैद्युतिक धारा एक चुम्बकीय क्षेत्र को जन्म देता है, और एक परिवर्तित चुम्बकीय क्षेत्र एक वैद्युतिक धारा को प्रेरित करता है।  विद्युत्स्थैतिकी स्थैर्य पर वैद्युतिक आवेशों, गतिमान आवेशों के साथ विद्युद्गतिकी और स्थिर चुम्बकीय ध्रुवों के साथ स्थिर चुम्बकिकी से सम्बन्धित है।",hi
"La physique statistique, les microtechnologies et les nanotechnologies fortement multidisciplinaires comme les MOEMS sont également interdisciplinaires.",fr
"This theory is supported by several types of observations, including seafloor spreading and the global distribution of mountain terrain and seismicity.",en
இயற்பியலுடன் சார்ந்த அல்லது உட்பிரிவுகள் என கருதப்படும் இயல்கள் பின்வருமாறு:,ta
"O ensino de física a nível secundário geralmente inicia-se com o estudo da mecânica clássica, seguindo para termodinâmica e para o eletromagnetismo, embora áreas como a cosmologia, a óptica e a física moderna também sejam tratadas.",pt
"Infine, ionizzando un gas, otteniamo il plasma, che si ritiene costituisca il 99% della materia nell'Universo.",it
"பேரண்டம், இணையண்டம் போன்றவை அப்படிப்பட்டவையே.",ta
"Pour lui cette matière de choix permet de réaliser d'autres molécules chimiques à usage varié qui, alors seulement au terme de leur usage, pourraient être décomposées et brûlées.",fr
Oplossing van een van deze problemen levert de oplosser $ 1 miljoen op.,nl
"Algunos campos relacionados que a menudo se han considerado parte de la biología de la evolución son la filogenia, la sistemática y la taxonomía.",es
"Αν και η θεωρία και το πείραμα αναπτύσσονται ξεχωριστά, εξαρτώνται πολύ το ένα από το άλλο.",el
"Herved undgår man falske sætninger udledt ud fra fejlslutninger, som der har været mange eksempler på, se tekstboks.",da
Η υπόθεση του πραγματισμού αποτελεί βασική αρχή για τη σύγχρονη Γεωλογία.,el
* Biyoloji,tr
"Asit ve baz etkileşim halinde bırakıldıklarında, tuz üreterek bir diğerini nötrleştirme eğilimi gösterirler.",tr
"Forntida egyptier banade väg för den syntetiska ""våtkemin"" för upp till 4000 år sedan.",sv
"Det är elektroner i en atoms yttersta elektronskal, så kallade valenselektroner, som ansvarar för de allra flesta kemiska reaktioner.",sv
ஈர்ப்பு விசையை அடுத்து நாள்தோறும் நாம் காணும் பெரும்பாலான நிகழ்வுகள் மின்காந்தவியலின் தாக்கத்தாலேயாகும்.,ta
"Similarly, theories from classical physics can be used to predict many ionic structures.",en
"Biologists have sought to study and classify the various life form, from prokaryotic organisms such as archaea and bacteria to eukaryotic organisms such as protists, fungi, plants, and animals.",en
"Dans l'histoire contemporaine de ces deux sciences, les mathématiques et la physique se sont influencées mutuellement.",fr
Till exempel är det vanligt vid bildning av sedimentära bergarter att grus från en äldre bergart rivs upp och innesluts i den nya.,sv
Оканчивается шкала сегодняшним днём (эпохой голоцена).,ru
"Acoustics is the study of how sound is produced, controlled, transmitted and received.",en
"Он указывал, что «геология … не может быть причислена к числу наук».",ru
[nota 4],pt
"De toegenomen kennis van elektromagnetisme, vastestoffysica en kernfysica heeft bijvoorbeeld geleid tot de ontwikkeling van nieuwe producten die de moderne samenleving ingrijpend hebben veranderd, zoals de televisie, computers, huishoudelijke apparaten en kernwapens; vooruitgang in de thermodynamica leidde tot ontwikkelingen van industrialisatie; en vooruitgang in de mechanica inspireerde de differentiaalrekening.",nl
* Fizik,tr
حتى الآن لا تختص هذه التقنية بعلم الأحياء بل تهتم بخواص المواد، وتتنوع مجالاتها بشكل واسع من أشباه الموصلات إلى طرق حديثة تماما معتمدة على التجميع الذاتي الجزيئي.,ar
"La geología histórica es la rama de la geología que estudia las transformaciones que ha experimentado la Tierra desde su formación, hace unos 4570 millones de años,​ hasta el presente.",es
Parçacık fiziğinin konusu madde enerjinin temel yapıtaşlarının ve aralarındaki etkileşimin incelenmesidir.,tr
Essere in grado di comprendere la struttura e la funzione delle cellule è fondamentale per tutte le scienze biologiche.,it
"Hvor længe varer det, før mobilen rammer jorden 20 m længere nede?",da
"Es decir, la predicción del comportamiento futuro de un sistema dinámico y es una ecuación de onda en términos de una función de onda la que predice analíticamente la probabilidad precisa de los eventos o resultados.",es
Las clasificaciones de los seres vivos son muy numerosas.,es
"Embora o estudo formal da medicina remonte ao Egito faraônico, foi Aristóteles (384-322 a.C.) quem contribuiu mais amplamente para o desenvolvimento da biologia.",pt
"El electromagnetismo es una teoría de campos; es decir, las explicaciones y predicciones que provee se basan en magnitudes físicas vectoriales o tensoriales dependientes de la posición en el espacio y del tiempo.",es
"Inicialmente, tentaram explicar tais regularidades usando a metafísica e a mitologia; tais regularidades eram obras de deuses e deusas, que controlavam o mundo ao seu bel prazer.",pt
وتدرس تغييرات حالات الطاقة في التفاعلات الكيميائية.,ar
Den ældste oceanbund er således omkring 200 mio.,da
"Os trabalhos de Joule estabeleceram o princípio da conservação da energia, que se tornou a base para a primeira lei da termodinâmica, formulada por Rudolf Clausius e William Thomson (Lord Kelvin).",pt
De ontwikkeling van het periodiek systeem door Dmitri Mendelejev was daar een belangrijke stap in.,nl
"O termo árabe é derivado do grego antigo χημία , khēmia , ou χημεία , khēmeia, 'arte de ligar metais', de χύμα (khúma, “fluido”), de χέω (khéō, “eu despejo” ).",pt
"En forklaring på hvordan de erratiske blokke blev flyttet fik man med fremkomsten af isteorien, forestillingen om at de store områder med erratiske blokke, især Nordeuropa og Nordamerika, tidligere havde været dækket af indlandsis og gletsjere.",da
ത്രീ ഡോമെയ്ൻ സിസ്റ്റത്തിൽ ഡൊമെയ്നുതാഴെയായി കിങ്ഡം വരുന്നു.,ml
الفيزياء الذرية والجزيئية والبصرية (AMO) هي دراسة تفاعلات المادة والمادة الضوئية على مقياس الذرات والجزيئات المفردة.,ar
"Mathematics uses pure reason to prove properties of objects, a proof consisting of a succession of applications of deductive rules to already established results.",en
എന്നാൽ കൂടുതൽ ദൂരം ആടിയാലും കുറഞ്ഞദൂരം ആടിയാലും ഓരോ ആട്ടത്തിനും വേണ്ടിവരുന്ന സമയം തുല്യമാണെന്ന് ഗലീലിയോ അനുമാനിച്ചു.,ml
"En grundlæggende egenskab ved fraktaler er deres selv-similaritet, det at deres former hele tiden gentages i mindre og mindre skala.",da
Altri progetti,it
Tanto a botânica como a zoologia se dividem em disciplinas menores especializadas em grupos particulares de animais e plantas.,pt
على سبيل المثال، الرابطة التساهمية الموجودة في جزيئات حمض الهيدروكلوريك هو أقوى بكثير من القوى الموجودة بين الجزيئات المجاورة، والتي تكون عندها الجزيئات قريبة بما فيه الكفاية لبعضها البعض.,ar
"भौतिकी प्राचीनतम शैक्षणिक विषयों में से एक है और, खगोल शास्त्र के समावेश के कारण, प्रायः प्राचीनतम है।  पिछली दो सहस्राब्दी में, भौतिकी, रसायन विज्ञान, जीव विज्ञान और गणित की कुछ शाखाएँ प्राकृतिक दर्शनशास्त्र का एक अंश थीं, परन्तु 17वीं शताब्दी में वैज्ञानिक क्रान्ति के दौरान ये प्राकृतिक विज्ञान अपने आप में अद्वितीय शोध प्रयासों के रूप में उभरे। भौतिकी अनुसन्धान के कई अन्तर्विषयक क्षेत्रों, जैसे जैवभौतिकी और प्रमात्रा रसायनिकी के साथ प्रतिच्छेद करती है, और भौतिकी की सीमाओं को कठोर रूप से परिभाषित नहीं किया गया है।  भौतिकी में नए विचार प्रायः अन्य विज्ञानों द्वारा अध्ययन किए गए मौलिक तन्त्रों की व्याख्या करते हैं और इन और अन्य शैक्षणिक विषयों जैसे दर्शनशास्त्र में अनुसन्धान के नूतन मार्ग सुझाते हैं।",hi
"Está preocupada em obter conhecimentos da Natureza, em contraste com a física teórica, que está preocupada em entender como a Natureza se comporta.",pt
على وجه الخصوص، إمكانية اكتشاف هائل حول المادة المظلمة ممكنة على مدى السنوات القليلة القادمة.,ar
"Under 1100-talet börjar araberna överflyglas av Västeuropa, som under 1200-talet tog ledningen inom kemins utveckling.",sv
"In fact, at one location within the Maria Fold and Thrust Belt, the entire sedimentary sequence of the Grand Canyon appears over a length of less than a meter.",en
år.,da
വ്യാഴം എന്ന ഗ്രഹത്തെ നിരീക്ഷിച്ചപ്പോൾ അതിനെ  പ്രദക്ഷിണം ചെയ്യുന്ന നാല് ഉപഗ്രഹങ്ങളെ ഗലീലിയോ കണ്ടെത്തി.,ml
Geologie wordt soms verward met aardrijkskunde.,nl
